Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,PF,21,MIA,58,3,11.9,1.9,3.6,.538,0.0,0.0,,1.9,3.6,.538,.538,0.9,1.8,.515,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,4.8
2,Jaylen Adams\adamsja01,PG,24,MIL,7,0,2.6,0.1,1.1,.125,0.0,0.3,.000,0.1,0.9,.167,.125,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.1,0.3
3,Steven Adams\adamsst01,C,27,NOP,58,58,27.7,3.3,5.3,.614,0.0,0.1,.000,3.3,5.3,.620,.614,1.0,2.3,.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6
4,Bam Adebayo\adebaba01,C,23,MIA,59,59,33.5,7.2,12.7,.567,0.0,0.1,.250,7.2,12.5,.570,.568,4.5,5.7,.797,2.3,6.8,9.1,5.4,1.2,1.0,2.7,2.2,18.9
5,LaMarcus Aldridge\aldrila01,C,35,TOT,26,23,25.9,5.4,11.4,.473,1.2,3.1,.388,4.2,8.3,.505,.525,1.6,1.8,.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,13,0,3.2,0.2,0.8,.182,0.1,0.6,.125,0.1,0.2,.333,.227,0.1,0.2,.500,0.1,0.4,0.5,0.3,0.0,0.1,0.2,0.2,0.5
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,41,10,20.8,3.9,9.2,.418,1.6,4.6,.348,2.3,4.7,.487,.504,1.0,1.3,.750,0.2,2.8,3.1,2.0,1.0,0.5,1.4,1.9,10.2
8,Grayson Allen\allengr01,SG,25,MEM,50,38,25.2,3.5,8.3,.418,2.1,5.5,.391,1.3,2.8,.471,.547,1.6,1.8,.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6
9,Jarrett Allen\allenja01,C,22,TOT,57,39,29.4,4.9,7.7,.636,0.1,0.3,.333,4.8,7.4,.647,.642,3.3,4.6,.709,3.1,6.9,10.0,1.7,0.5,1.5,1.6,1.6,13.1
10,Al-Farouq Aminu\aminual01,PF,30,TOT,23,14,18.9,1.7,4.3,.384,0.3,1.6,.216,1.3,2.7,.484,.424,0.8,1.0,.818,1.0,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4
11,Kyle Anderson\anderky01,PF,27,MEM,64,64,27.2,4.5,9.6,.463,1.4,3.8,.355,3.1,5.8,.534,.533,2.0,2.6,.780,0.8,5.0,5.8,3.5,1.3,0.8,1.2,1.7,12.3
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,56,56,33.1,10.3,18.3,.562,1.2,3.7,.311,9.1,14.6,.626,.594,6.7,9.7,.688,1.6,9.4,11.1,5.9,1.2,1.3,3.6,2.8,28.4
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,15,0,3.7,0.2,0.7,.300,0.0,0.0,,0.2,0.7,.300,.300,0.4,0.9,.462,0.3,1.0,1.3,0.1,0.1,0.3,0.7,0.5,0.8
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,53,2,9.9,1.3,2.5,.508,0.1,0.5,.259,1.1,2.0,.571,.534,0.4,0.8,.489,1.0,1.3,2.3,0.8,0.4,0.2,0.8,1.4,3.1
15,Carmelo Anthony\anthoca01,PF,36,POR,65,3,24.6,4.8,11.4,.423,1.9,4.7,.406,2.9,6.7,.436,.507,2.0,2.3,.887,0.5,2.7,3.2,1.5,0.7,0.6,0.9,2.1,13.7
16,Cole Anthony\anthoco01,PG,20,ORL,41,28,27.0,4.4,11.3,.393,1.1,3.5,.331,3.3,7.8,.421,.444,2.1,2.5,.817,0.8,3.8,4.6,4.3,0.6,0.4,2.1,2.1,12.1
17,OG Anunoby\anunoog01,SF,23,TOR,43,43,33.3,5.8,12.1,.480,2.4,6.1,.398,3.4,6.0,.562,.580,1.9,2.4,.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9
18,Ryan Arcidiacono\arcidry01,PG,26,CHI,41,0,10.2,1.0,2.6,.390,0.5,1.4,.322,0.5,1.1,.478,.481,0.3,0.5,.650,0.1,1.3,1.5,1.2,0.2,0.0,0.2,1.0,2.8
19,Trevor Ariza\arizatr01,SF,35,MIA,25,22,27.2,3.2,7.7,.420,1.7,4.7,.359,1.6,3.0,.513,.528,1.1,1.5,.737,0.8,3.8,4.6,1.8,0.9,0.6,0.8,1.8,9.3
20,D.J. Augustin\augusdj01,PG,33,TOT,51,6,19.2,2.2,5.6,.385,1.3,3.5,.374,0.8,2.1,.402,.502,1.4,1.5,.932,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0,7.0
21,Deni Avdija\avdijde01,SF,20,WAS,54,32,23.3,2.4,5.8,.417,1.0,3.1,.315,1.4,2.7,.535,.502,0.5,0.8,.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
22,Deandre Ayton\aytonde01,C,22,PHO,66,66,30.6,6.3,10.1,.621,0.1,0.3,.200,6.2,9.8,.634,.624,1.9,2.5,.760,3.3,7.2,10.6,1.5,0.6,1.2,1.5,2.9,14.5
23,Udoka Azubuike\azubuud01,C,21,UTA,12,0,4.1,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.3,0.5,.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0
24,Dwayne Bacon\bacondw01,SG,25,ORL,66,44,25.8,4.1,10.0,.407,0.8,2.9,.295,3.2,7.1,.452,.449,1.9,2.3,.839,0.4,2.6,3.0,1.2,0.6,0.1,0.7,1.4,10.9
25,Marvin Bagley III\baglema01,PF,21,SAC,41,40,26.1,5.9,11.7,.504,0.9,2.6,.349,5.0,9.1,.548,.543,1.8,3.0,.581,2.5,5.0,7.5,1.0,0.5,0.5,1.4,2.4,14.4
26,LaMelo Ball\ballla01,PG,19,CHO,45,25,28.6,5.7,12.8,.443,1.9,5.1,.370,3.8,7.7,.491,.516,2.4,3.1,.779,1.2,4.6,5.9,6.2,1.6,0.4,2.8,2.8,15.6
27,Lonzo Ball\balllo01,PG,23,NOP,52,52,31.7,5.3,12.7,.416,3.1,8.3,.378,2.2,4.5,.487,.539,0.9,1.2,.800,0.6,4.2,4.7,5.8,1.5,0.6,2.2,1.9,14.6
28,Mo Bamba\bambamo01,C,22,ORL,42,2,15.0,3.1,6.3,.492,0.8,2.5,.337,2.3,3.8,.594,.559,1.0,1.4,.690,1.6,3.9,5.5,0.7,0.3,1.2,0.8,1.8,8.0
29,Desmond Bane\banede01,SG,22,MEM,62,15,22.3,3.5,7.4,.473,1.7,3.9,.440,1.8,3.5,.509,.590,0.6,0.7,.826,0.5,2.7,3.1,1.7,0.6,0.2,0.9,1.9,9.3
30,Harrison Barnes\barneha02,PF,28,SAC,58,58,36.2,5.5,11.1,.497,1.7,4.4,.391,3.8,6.7,.567,.575,3.4,4.1,.830,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1
31,RJ Barrett\barrerj01,SG,20,NYK,66,66,34.6,6.5,14.6,.447,1.6,4.1,.396,4.9,10.5,.466,.502,2.9,3.9,.743,1.0,4.7,5.7,3.0,0.7,0.3,2.0,2.6,17.6
32,Will Barton\bartowi01,SF,30,DEN,56,52,31.0,4.6,10.9,.426,1.8,4.6,.381,2.9,6.3,.459,.507,1.7,2.2,.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.7
33,Keita Bates-Diop\bateske01,SF,25,SAS,25,0,7.4,0.8,1.9,.404,0.2,0.6,.313,0.6,1.2,.452,.457,0.5,0.8,.632,0.2,1.1,1.3,0.4,0.4,0.2,0.2,0.4,2.2
34,Nicolas Batum\batumni01,SF,32,LAC,63,38,27.7,2.8,6.2,.458,1.6,4.1,.402,1.2,2.1,.564,.590,0.7,0.9,.839,0.8,4.0,4.7,2.2,1.0,0.6,0.8,1.6,8.0
35,Aron Baynes\baynear01,C,34,TOR,50,31,18.2,2.4,5.6,.431,0.4,1.9,.237,2.0,3.8,.527,.470,0.5,0.7,.730,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.8
36,Kent Bazemore\bazemke01,SF,31,GSW,62,13,19.1,2.5,5.7,.439,1.1,2.7,.413,1.4,3.0,.462,.537,0.8,1.1,.681,0.4,3.0,3.4,1.6,1.0,0.5,1.2,2.3,6.8
37,Darius Bazley\bazleda01,PF,20,OKC,51,51,31.2,5.1,12.5,.405,1.5,5.3,.294,3.5,7.3,.486,.467,2.1,3.1,.692,0.9,6.4,7.4,1.7,0.5,0.5,2.2,1.1,13.8
38,Bradley Beal\bealbr01,SG,27,WAS,58,58,35.7,11.1,22.8,.486,2.1,6.1,.349,8.9,16.7,.536,.532,6.8,7.6,.891,1.2,3.5,4.7,4.5,1.2,0.3,3.2,2.3,31.1
39,Malik Beasley\beaslma01,SG,24,MIN,37,36,32.8,7.1,16.2,.440,3.5,8.7,.399,3.7,7.5,.487,.547,1.8,2.2,.850,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
40,Jordan Bell\belljo01,C,26,WAS,5,1,13.4,1.4,4.0,.350,0.0,0.4,.000,1.4,3.6,.389,.350,0.0,0.0,,1.2,2.6,3.8,1.0,0.6,0.6,0.6,1.0,2.8
41,DeAndre' Bembry\bembrde01,SF,26,TOR,46,11,17.7,2.0,3.8,.531,0.2,0.8,.289,1.8,3.0,.597,.562,0.8,1.3,.672,0.7,2.1,2.7,1.9,0.8,0.3,1.3,1.6,5.2
42,Dāvis Bertāns\bertada01,PF,28,WAS,52,5,25.2,3.3,8.2,.403,2.9,7.4,.397,0.4,0.8,.455,.581,1.8,2.0,.885,0.3,2.7,3.0,0.9,0.6,0.3,0.6,2.4,11.3
43,Patrick Beverley\beverpa01,PG,32,LAC,33,31,23.0,2.6,6.1,.430,1.7,3.9,.423,0.9,2.1,.443,.568,1.1,1.3,.814,0.8,2.6,3.4,2.1,0.8,0.8,0.9,3.1,7.9
44,Saddiq Bey\beysa01,SF,21,DET,65,48,26.6,3.8,9.4,.405,2.4,6.4,.383,1.4,3.1,.452,.534,1.7,2.0,.862,0.6,3.8,4.5,1.3,0.8,0.2,0.8,1.6,11.8
45,Tyler Bey\beyty01,SF,22,DAL,13,0,3.8,0.5,1.4,.333,0.1,0.3,.250,0.4,1.1,.357,.361,0.2,0.4,.600,0.4,0.6,1.0,0.2,0.0,0.1,0.1,0.5,1.2
46,Khem Birch\birchkh01,C,28,TOT,62,17,22.0,2.6,5.2,.500,0.2,0.6,.275,2.4,4.5,.532,.517,1.3,1.9,.698,2.6,3.1,5.7,1.2,0.7,0.7,0.6,1.6,6.7
47,Goga Bitadze\bitadgo01,C,21,IND,39,2,11.6,1.9,4.1,.453,0.4,1.6,.262,1.5,2.6,.570,.503,0.9,1.2,.756,1.3,2.0,3.2,0.7,0.2,1.3,0.4,1.9,5.0
48,Bismack Biyombo\biyombi01,C,28,CHO,60,32,20.7,2.1,3.7,.579,0.0,0.0,.000,2.1,3.7,.582,.579,0.8,1.7,.446,2.1,3.2,5.3,1.3,0.3,1.1,1.1,2.1,5.0
49,Nemanja Bjelica\bjeline01,PF,32,TOT,35,1,15.3,2.2,5.0,.446,0.6,2.1,.270,1.7,2.9,.574,.503,1.0,1.3,.723,0.7,2.6,3.3,1.7,0.3,0.1,0.9,1.8,6.0
50,Eric Bledsoe\bledser01,SG,31,NOP,65,64,29.9,4.2,10.0,.419,1.8,5.0,.348,2.4,5.0,.491,.506,1.8,2.5,.709,0.4,3.0,3.4,3.7,0.8,0.3,1.6,1.6,12.0
51,Keljin Blevins\blevike01,SF,25,POR,14,0,4.9,0.3,1.4,.211,0.1,0.6,.250,0.1,0.8,.182,.263,0.0,0.0,,0.1,0.4,0.6,0.3,0.1,0.0,0.3,0.5,0.7
52,Bogdan Bogdanovic\bogdabo01,SG,28,ATL,41,24,29.3,5.9,12.7,.464,3.2,7.4,.431,2.7,5.3,.512,.590,0.8,0.9,.892,0.5,3.2,3.7,3.3,1.0,0.3,1.3,2.2,15.8
53,Bojan Bogdanovic\bogdabo02,SF,31,UTA,66,66,30.6,5.4,12.4,.434,2.5,6.4,.386,2.9,6.0,.485,.534,3.1,3.5,.875,0.5,3.3,3.8,1.9,0.6,0.1,1.7,1.6,16.3
54,Bol Bol\bolbo01,PF,21,DEN,29,2,4.7,0.8,1.7,.490,0.3,0.7,.429,0.5,1.0,.536,.582,0.3,0.5,.643,0.0,0.7,0.7,0.2,0.1,0.3,0.4,0.4,2.3
55,Marques Bolden\boldema01,C,22,CLE,6,0,4.8,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2
56,Jordan Bone\bonejo01,PG,23,ORL,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0
57,Isaac Bonga\bongais01,SF,21,WAS,40,8,10.8,0.8,2.0,.370,0.3,1.2,.277,0.4,0.9,.500,.451,0.1,0.2,.625,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6,2.0
58,Devin Booker\bookede01,SG,24,PHO,62,62,33.9,9.5,19.4,.489,1.9,5.6,.342,7.6,13.9,.548,.538,4.8,5.6,.860,0.5,3.6,4.1,4.4,0.8,0.3,3.1,2.8,25.7
59,Chris Boucher\bouchch01,C,28,TOR,59,13,24.0,4.8,9.2,.519,1.5,3.8,.389,3.3,5.4,.611,.600,2.5,3.2,.787,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6
60,Brian Bowen\bowenbr02,SF,22,IND,6,0,2.5,0.2,0.7,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.2,0.2,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.5
61,Avery Bradley\bradlav01,SG,30,TOT,27,6,22.3,2.4,6.3,.374,1.2,3.7,.327,1.1,2.6,.443,.471,0.4,0.6,.800,0.3,1.8,2.1,1.7,0.8,0.1,1.0,2.0,6.4
62,Tony Bradley\bradlto01,C,23,TOT,39,8,16.3,3.1,4.7,.670,0.0,0.1,.000,3.1,4.6,.682,.670,0.9,1.3,.667,2.1,3.6,5.7,0.8,0.4,0.7,0.8,1.4,7.1
63,Jarrell Brantley\brantja01,PF,24,UTA,25,0,5.0,0.9,1.8,.478,0.4,1.0,.423,0.4,0.8,.550,.598,0.1,0.1,1.000,0.3,0.7,1.0,0.5,0.2,0.1,0.2,0.7,2.3
64,Ignas Brazdeikis\brazdig01,SF,22,TOT,7,0,11.0,1.1,3.0,.381,0.3,0.6,.500,0.9,2.4,.353,.429,0.7,0.9,.833,0.4,1.1,1.6,0.4,0.3,0.0,0.4,1.1,3.3
65,Mikal Bridges\bridgmi01,SF,24,PHO,66,66,32.8,5.0,9.4,.535,1.8,4.5,.415,3.2,5.0,.643,.633,1.5,1.8,.825,1.1,3.2,4.3,2.2,1.0,0.9,0.8,1.6,13.4
66,Miles Bridges\bridgmi02,PF,22,CHO,64,18,29.0,4.6,9.1,.506,1.7,4.2,.405,2.9,4.9,.592,.599,1.5,1.7,.862,1.2,4.8,6.1,2.2,0.7,0.8,1.6,2.1,12.4
67,Amida Brimah\brimaam01,C,26,IND,5,0,5.8,1.0,1.6,.625,0.0,0.0,,1.0,1.6,.625,.625,0.6,0.6,1.000,0.4,1.2,1.6,0.2,0.0,1.0,0.8,0.8,2.6
68,Oshae Brissett\brissos01,SF,22,IND,15,10,23.3,3.2,6.7,.475,1.5,3.5,.415,1.7,3.2,.542,.584,2.3,2.9,.773,1.4,4.3,5.7,0.7,0.8,1.1,0.5,1.4,10.1
69,Malcolm Brogdon\brogdma01,PG,28,IND,56,56,34.5,7.9,17.5,.453,2.6,6.7,.388,5.3,10.8,.493,.527,2.7,3.2,.864,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0,21.2
70,Armoni Brooks\brookar01,SG,22,HOU,14,5,23.0,2.8,8.0,.348,2.4,6.9,.344,0.4,1.1,.375,.496,0.2,0.5,.429,0.4,2.9,3.4,1.1,0.4,0.1,1.1,1.4,8.1
71,Dillon Brooks\brookdi01,SF,25,MEM,62,62,29.5,6.3,15.1,.417,1.9,5.5,.347,4.4,9.6,.457,.480,2.3,2.8,.829,0.8,2.1,2.9,2.3,1.1,0.4,1.8,3.6,16.8
72,Bruce Brown\brownbr01,PG,24,BRK,60,32,21.9,3.5,6.4,.547,0.3,0.9,.286,3.2,5.4,.592,.568,1.3,1.8,.736,1.7,3.4,5.2,1.5,0.9,0.4,0.9,2.2,8.5
73,Charlie Brown\brownch02,SG,23,OKC,4,1,16.0,1.3,5.3,.238,0.8,3.0,.250,0.5,2.3,.222,.310,0.5,0.5,1.000,0.3,1.8,2.0,0.8,0.8,0.3,1.0,1.5,3.8
74,Jaylen Brown\brownja02,SG,24,BOS,58,58,34.5,9.3,19.2,.484,2.8,7.1,.397,6.5,12.1,.536,.558,3.3,4.3,.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,24.7
75,Moses Brown\brownmo01,C,21,OKC,38,27,20.8,3.3,5.9,.549,0.0,0.0,,3.3,5.9,.549,.549,1.7,2.8,.619,3.4,5.2,8.6,0.2,0.7,0.9,1.0,2.2,8.2
76,Sterling Brown\brownst02,SG,25,HOU,51,14,24.1,2.9,6.6,.448,1.8,4.2,.423,1.2,2.4,.492,.584,0.5,0.6,.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2
77,Troy Brown Jr.\browntr01,SF,21,TOT,34,0,15.4,1.8,4.2,.431,0.6,2.1,.314,1.2,2.2,.541,.507,0.4,0.6,.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7
78,Jalen Brunson\brunsja01,PG,24,DAL,62,12,25.1,4.8,9.2,.522,1.1,2.9,.387,3.7,6.3,.584,.583,1.8,2.3,.797,0.4,3.0,3.5,3.4,0.5,0.0,1.2,1.6,12.6
79,Thomas Bryant\bryanth01,C,23,WAS,10,10,27.1,5.9,9.1,.648,0.9,2.1,.429,5.0,7.0,.714,.698,1.6,2.4,.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3
80,Reggie Bullock\bullore01,SF,29,NYK,59,58,28.9,3.7,8.4,.445,2.4,5.9,.413,1.3,2.5,.524,.591,0.7,0.8,.896,0.2,3.1,3.4,1.5,0.8,0.2,0.7,2.2,10.6
81,Trey Burke\burketr01,PG,28,DAL,56,1,14.8,2.5,5.7,.436,1.0,2.6,.370,1.5,3.1,.491,.520,0.8,0.9,.885,0.1,0.7,0.9,1.3,0.6,0.1,0.5,1.0,6.8
82,Alec Burks\burksal01,SG,29,NYK,46,5,25.3,4.1,10.0,.410,2.0,4.8,.405,2.1,5.1,.415,.509,2.1,2.5,.850,0.4,4.0,4.4,2.2,0.7,0.3,1.0,2.0,12.2
83,Jimmy Butler\butleji01,SF,31,MIA,48,48,33.8,7.1,14.4,.493,0.4,1.9,.204,6.7,12.4,.539,.507,6.9,8.0,.865,1.8,5.2,7.0,7.2,2.1,0.4,2.1,1.4,21.5
84,Bruno Caboclo\cabocbr01,PF,25,HOU,6,0,6.0,1.3,2.8,.471,0.0,0.8,.000,1.3,2.0,.667,.471,0.2,0.3,.500,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0,2.8
85,Devontae Cacok\cacokde01,PF,24,LAL,19,1,4.9,0.9,1.5,.607,0.0,0.0,,0.9,1.5,.607,.607,0.3,0.6,.455,0.6,1.1,1.7,0.1,0.3,0.2,0.3,0.4,2.1
86,Kentavious Caldwell-Pope\caldwke01,SG,27,LAL,61,61,27.9,3.2,7.5,.424,1.8,4.3,.410,1.4,3.2,.442,.540,1.4,1.6,.856,0.4,2.3,2.6,1.7,0.9,0.4,1.0,1.6,9.5
87,Facundo Campazzo\campafa01,PG,29,DEN,60,14,21.2,1.8,4.6,.395,1.2,3.2,.366,0.7,1.4,.459,.522,1.1,1.3,.861,0.3,1.6,1.9,3.4,1.2,0.2,1.1,2.1,5.9
88,Vlatko Čančar\cancavl01,PF,23,DEN,36,0,5.3,0.6,1.3,.417,0.2,0.7,.250,0.4,0.7,.583,.479,0.2,0.2,.875,0.3,0.8,1.1,0.3,0.3,0.1,0.3,0.4,1.5
89,Devin Cannady\cannade01,PG,24,ORL,8,0,9.3,1.4,3.5,.393,0.8,2.0,.375,0.6,1.5,.417,.500,0.8,0.9,.857,0.0,0.6,0.6,0.1,0.6,0.1,0.3,1.1,4.3
90,Clint Capela\capelca01,C,26,ATL,60,60,30.2,6.6,11.1,.594,0.0,0.0,,6.6,11.1,.594,.594,2.1,3.6,.575,4.7,9.6,14.3,0.8,0.7,2.1,1.2,2.3,15.3
91,Vernon Carey Jr.\careyve01,C,19,CHO,18,4,6.2,1.0,1.9,.514,0.1,0.4,.143,0.9,1.6,.607,.529,0.4,0.5,.889,0.3,1.1,1.4,0.1,0.1,0.2,0.3,0.7,2.5
92,Jevon Carter\carteje01,PG,25,PHO,54,0,11.6,1.5,3.5,.418,0.9,2.5,.373,0.5,1.0,.527,.550,0.1,0.1,.500,0.2,1.2,1.4,1.1,0.5,0.2,0.3,1.0,3.9
93,Wendell Carter Jr.\cartewe01,C,21,TOT,51,41,25.4,4.4,8.5,.517,0.3,0.9,.319,4.1,7.5,.542,.535,2.5,3.4,.731,2.4,5.7,8.0,1.9,0.7,0.8,1.5,2.7,11.5
94,Michael Carter-Williams\cartemi01,SG,29,ORL,31,25,25.8,3.4,8.7,.389,0.5,2.0,.246,2.9,6.7,.431,.417,1.6,2.6,.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,2.6,8.8
95,Alex Caruso\carusal01,PG,26,LAL,54,3,20.8,2.1,5.0,.428,0.9,2.4,.398,1.2,2.6,.454,.522,0.8,1.3,.662,0.5,2.4,2.9,2.6,1.1,0.3,1.3,1.8,6.0
96,Willie Cauley-Stein\caulewi01,C,27,DAL,47,13,17.3,2.2,3.5,.620,0.0,0.2,.100,2.2,3.3,.654,.623,1.0,1.5,.625,1.3,3.2,4.4,0.7,0.4,0.8,0.5,2.3,5.4
97,Chris Chiozza\chiozch01,PG,25,BRK,22,1,10.5,1.4,4.0,.352,0.6,1.9,.310,0.8,2.1,.391,.426,0.6,0.8,.765,0.1,1.0,1.1,3.0,0.3,0.3,0.7,0.9,4.0
98,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5
99,Gary Clark\clarkga01,SF,26,TOT,37,11,17.3,1.1,3.5,.305,0.8,2.9,.287,0.2,0.6,.391,.424,0.2,0.3,.800,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
100,Brandon Clarke\clarkbr01,PF,24,MEM,54,16,24.6,4.5,8.6,.517,0.4,1.3,.282,4.1,7.3,.559,.539,1.3,1.9,.686,1.6,4.0,5.6,1.7,1.0,0.9,0.6,1.4,10.6
101,Jordan Clarkson\clarkjo01,SG,28,UTA,62,1,26.3,6.4,15.3,.419,2.9,8.6,.342,3.5,6.7,.518,.515,1.8,1.9,.917,0.7,3.3,4.0,2.4,0.9,0.1,1.7,1.5,17.5
102,Nicolas Claxton\claxtni01,C,21,BRK,27,1,18.0,2.6,4.5,.587,0.0,0.2,.200,2.6,4.3,.603,.591,0.9,1.7,.500,1.4,3.6,5.0,1.0,0.7,1.1,0.5,2.0,6.1
103,Amir Coffey\coffeam01,SG,23,LAC,44,1,9.0,1.0,2.3,.437,0.5,1.3,.411,0.5,1.1,.468,.549,0.6,0.9,.711,0.2,0.8,1.0,0.5,0.2,0.0,0.3,0.7,3.2
104,John Collins\collijo01,PF,23,ATL,59,59,29.6,6.9,12.4,.556,1.3,3.3,.385,5.6,9.1,.618,.607,2.6,3.1,.827,1.9,5.6,7.5,1.3,0.6,1.0,1.3,3.1,17.6
105,Mike Conley\conlemi01,PG,33,UTA,49,49,29.8,5.7,12.7,.446,2.7,6.7,.407,2.9,6.0,.490,.554,2.4,2.8,.853,0.7,2.7,3.4,6.0,1.4,0.2,2.0,1.9,16.4
106,Pat Connaughton\connapa01,SG,28,MIL,63,3,22.9,2.5,5.6,.446,1.5,3.9,.386,1.0,1.7,.585,.581,0.4,0.6,.757,0.9,3.8,4.7,1.2,0.7,0.3,0.5,1.5,6.9
