Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
428,Duncan Robinson\robindu01,SF,26,MIA,66,66,31.8,4.4,10.0,.437,3.5,8.6,.404,0.9,1.5,.635,.610,0.8,1.0,.821,0.1,3.5,3.6,1.8,0.6,0.2,1.1,2.5,13.1
429,Glenn Robinson III\robingl02,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
430,Jerome Robinson\robinje01,SG,23,WAS,17,6,17.9,1.6,5.6,.295,0.6,2.5,.262,1.0,3.1,.321,.353,0.9,1.2,.800,0.2,2.0,2.2,1.5,0.7,0.4,1.1,1.8,4.9
431,Justin Robinson\robinju01,PG,23,OKC,9,0,9.8,0.8,2.3,.333,0.4,1.6,.286,0.3,0.8,.429,.429,0.3,0.6,.600,0.1,0.7,0.8,1.0,0.3,0.0,0.2,1.1,2.3
432,Mitchell Robinson\robinmi01,C,22,NYK,31,29,27.5,3.7,5.7,.653,0.0,0.0,,3.7,5.7,.653,.653,0.8,1.7,.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3
433,Isaiah Roby\robyis01,PF,22,OKC,56,29,23.6,3.4,7.1,.486,0.6,1.8,.307,2.9,5.3,.547,.525,1.5,2.0,.750,1.6,4.2,5.8,1.8,0.9,0.6,1.9,2.7,8.9
434,Rajon Rondo\rondora01,PG,34,TOT,41,2,16.7,2.0,4.8,.429,0.7,1.9,.367,1.3,2.9,.470,.503,0.3,0.3,.923,0.4,1.9,2.3,4.1,0.9,0.1,1.6,1.3,5.1
435,Derrick Rose\rosede01,PG,32,TOT,45,3,25.1,5.6,12.0,.463,1.0,2.6,.385,4.6,9.4,.485,.505,2.2,2.6,.852,0.4,2.0,2.4,4.1,1.0,0.4,1.5,1.2,14.3
436,Terrence Ross\rosste01,SG,29,ORL,46,2,29.3,5.5,13.4,.412,1.9,5.7,.337,3.6,7.7,.469,.485,2.6,3.0,.870,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6
437,Terry Rozier\roziete01,SG,26,CHO,63,63,34.0,7.3,16.3,.451,3.3,8.3,.393,4.1,8.0,.511,.551,2.2,2.7,.815,0.7,3.6,4.3,4.1,1.2,0.4,1.8,1.7,20.2
438,Ricky Rubio\rubiori01,PG,30,MIN,62,46,26.0,2.7,7.1,.379,0.9,3.0,.308,1.8,4.2,.430,.444,2.0,2.3,.867,0.4,2.9,3.3,6.5,1.5,0.0,1.7,2.0,8.3
439,D'Angelo Russell\russeda01,PG,24,MIN,36,20,28.2,6.8,15.6,.436,2.8,7.3,.388,3.9,8.3,.478,.527,2.7,3.4,.793,0.3,2.2,2.5,5.7,1.0,0.4,2.8,1.7,19.1
440,Domantas Sabonis\sabondo01,PF,24,IND,57,57,35.8,7.7,14.4,.535,0.8,2.6,.322,6.9,11.8,.582,.564,4.0,5.5,.730,2.5,9.4,11.8,6.3,1.2,0.5,3.5,3.3,20.3
441,Luka Šamanić\samanlu01,PF,21,SAS,30,4,9.8,1.5,3.3,.444,0.4,1.4,.286,1.1,1.9,.561,.505,0.4,0.9,.500,0.5,1.6,2.1,0.5,0.2,0.3,0.6,1.4,3.8
442,JaKarr Sampson\sampsja02,PF,27,IND,25,4,10.4,1.6,3.4,.471,0.1,0.5,.250,1.5,2.9,.507,.488,0.6,1.0,.600,0.9,1.8,2.6,0.1,0.1,0.5,0.6,1.9,3.9
443,Dario ric\saricda01,C,26,PHO,45,1,17.2,3.1,6.8,.454,1.0,2.8,.360,2.1,4.0,.519,.528,1.6,1.9,.857,1.0,2.9,3.8,1.3,0.6,0.1,1.2,1.9,8.8
444,Tomáš Satoranský\satorto01,SG,29,CHI,54,18,23.0,3.0,5.8,.518,0.8,2.1,.360,2.2,3.7,.608,.583,1.2,1.4,.855,0.5,2.0,2.5,4.8,0.7,0.2,1.7,1.6,8.0
445,Dennis Schrder\schrode01,SG,27,LAL,59,59,32.2,5.5,12.5,.438,1.1,3.4,.335,4.4,9.2,.476,.483,3.4,4.0,.844,0.5,3.0,3.5,5.8,1.2,0.2,2.7,2.6,15.5
446,Mike Scott\scottmi01,PF,32,PHI,45,11,16.6,1.5,4.0,.367,1.0,3.0,.338,0.4,1.0,.455,.494,0.2,0.3,.667,0.2,2.2,2.4,0.7,0.5,0.2,0.4,1.4,4.1
447,Collin Sexton\sextoco01,SG,22,CLE,54,54,35.7,8.9,18.5,.481,1.7,4.5,.373,7.2,14.1,.515,.526,4.9,6.0,.809,1.0,2.2,3.1,4.2,1.1,0.2,2.7,2.7,24.3
448,Landry Shamet\shamela01,SG,23,BRK,56,10,22.6,3.1,7.5,.405,2.1,5.5,.383,0.9,2.0,.465,.545,1.1,1.3,.861,0.2,1.7,1.9,1.6,0.5,0.2,0.8,1.5,9.3
449,Iman Shumpert\shumpim01,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0
450,Pascal Siakam\siakapa01,PF,26,TOR,55,55,35.9,7.8,17.1,.456,1.3,4.4,.302,6.5,12.7,.510,.495,4.5,5.4,.832,1.7,5.6,7.3,4.5,1.2,0.7,2.3,3.2,21.4
451,Chris Silva\silvach01,PF,24,TOT,15,0,6.1,0.7,1.1,.625,0.1,0.1,1.000,0.6,1.0,.600,.656,0.7,1.0,.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1
452,Ben Simmons\simmobe01,PG,24,PHI,54,54,32.5,5.6,10.1,.558,0.1,0.2,.300,5.6,9.9,.563,.561,3.1,5.2,.606,1.6,5.7,7.3,6.8,1.6,0.6,3.1,2.9,14.4
453,Anfernee Simons\simonan01,SG,21,POR,58,0,16.9,2.7,6.4,.425,2.0,4.5,.437,0.8,1.9,.396,.578,0.7,0.9,.784,0.2,1.9,2.1,1.4,0.3,0.1,0.7,1.4,8.1
454,Deividas Sirvydis\sirvyde01,SG,20,DET,16,0,3.1,0.3,1.1,.278,0.3,0.9,.286,0.1,0.3,.250,.389,0.2,0.3,.750,0.0,0.7,0.7,0.1,0.1,0.0,0.2,0.3,1.1
455,Alen Smailagić\smailal01,PF,20,GSW,13,1,4.2,0.5,1.4,.389,0.2,0.4,.400,0.4,1.0,.385,.444,0.1,0.3,.250,0.3,0.6,0.9,0.2,0.2,0.3,0.2,0.5,1.3
456,Marcus Smart\smartma01,PG,26,BOS,45,42,33.0,4.2,10.6,.397,2.0,6.0,.336,2.2,4.7,.474,.491,2.8,3.5,.799,0.8,2.7,3.4,5.8,1.5,0.5,1.9,2.6,13.3
457,Dennis Smith Jr.\smithde03,PG,23,TOT,23,9,18.3,2.5,6.3,.400,0.8,2.5,.328,1.7,3.8,.448,.466,0.8,1.1,.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,1.6,6.7
458,Ish Smith\smithis01,PG,32,WAS,39,1,20.4,2.7,6.4,.418,0.4,1.1,.357,2.3,5.3,.430,.448,0.5,0.8,.581,0.5,2.7,3.1,3.9,0.7,0.3,0.9,1.4,6.2
459,Jalen Smith\smithja04,PF,20,PHO,25,0,4.1,0.6,1.4,.441,0.1,0.5,.250,0.5,0.9,.545,.485,0.2,0.3,.714,0.2,0.6,0.9,0.1,0.0,0.1,0.2,0.5,1.5
460,Tony Snell\snellto01,SG,29,ATL,45,23,21.0,1.8,3.6,.506,1.4,2.4,.565,0.5,1.2,.389,.694,0.2,0.2,1.000,0.4,2.0,2.3,1.3,0.2,0.2,0.4,1.6,5.2
461,Ray Spalding\spaldra01,C,23,HOU,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
462,Cassius Stanley\stanlca01,SG,21,IND,21,0,3.7,0.6,1.8,.324,0.1,0.5,.200,0.5,1.3,.370,.351,0.3,0.4,.778,0.3,0.6,0.9,0.0,0.0,0.1,0.0,0.6,1.6
463,Lamar Stevens\stevela01,PF,23,CLE,40,0,12.5,1.6,3.4,.456,0.1,0.6,.160,1.5,2.8,.523,.471,0.9,1.3,.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1
464,Isaiah Stewart\stewais01,C,19,DET,65,12,21.1,3.3,5.8,.561,0.2,0.7,.313,3.0,5.1,.597,.581,0.9,1.3,.702,2.4,4.3,6.6,0.8,0.5,1.3,1.0,2.7,7.7
465,Max Strus\strusma01,SF,24,MIA,36,0,13.0,2.1,4.7,.456,1.3,3.8,.341,0.9,0.9,.912,.592,0.4,0.6,.650,0.1,0.9,1.0,0.6,0.3,0.0,0.2,1.2,5.9
466,Edmond Sumner\sumneed01,SG,25,IND,51,22,16.0,2.8,5.3,.528,0.7,1.7,.402,2.1,3.6,.588,.593,1.3,1.6,.813,0.4,1.4,1.8,0.9,0.6,0.2,0.9,1.6,7.5
467,Jae'Sean Tate\tateja01,SF,25,HOU,65,53,29.4,4.5,8.8,.513,0.8,2.7,.297,3.7,6.1,.609,.559,1.4,2.0,.698,1.9,3.4,5.4,2.3,1.3,0.5,1.3,3.2,11.2
468,Jayson Tatum\tatumja01,SF,22,BOS,59,59,35.8,9.5,20.7,.459,3.0,7.6,.391,6.5,13.1,.499,.531,4.6,5.3,.874,0.8,6.6,7.4,4.4,1.2,0.4,2.7,1.9,26.5
469,Jeff Teague\teaguje01,PG,32,TOT,50,6,17.7,2.2,5.2,.430,0.6,1.5,.408,1.6,3.6,.440,.490,1.6,1.9,.849,0.3,1.4,1.7,2.4,0.6,0.2,1.1,1.1,6.6
470,Garrett Temple\templga01,SG,34,CHI,50,23,27.1,3.0,7.0,.424,1.3,3.7,.341,1.7,3.3,.518,.514,0.7,0.9,.814,0.5,2.3,2.7,2.2,0.8,0.5,1.1,2.2,7.9
471,Tyrell Terry\terryty01,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0
472,Daniel Theis\theisda01,C,28,TOT,63,49,24.6,3.9,7.2,.543,0.7,2.3,.313,3.2,4.9,.654,.594,1.1,1.7,.660,1.4,4.0,5.4,1.7,0.6,0.9,1.0,2.5,9.7
473,Brodric Thomas\thomabr01,SG,24,TOT,26,1,8.8,0.8,2.6,.324,0.5,1.5,.300,0.4,1.1,.357,.412,0.8,1.1,.724,0.2,0.8,1.0,0.8,0.3,0.3,0.7,0.9,3.0
474,Isaiah Thomas\thomais02,PG,31,NOP,3,0,16.0,3.0,9.0,.333,1.0,4.0,.250,2.0,5.0,.400,.389,0.7,0.7,1.000,0.3,1.0,1.3,1.7,0.3,0.0,2.0,1.0,7.7
475,Matt Thomas\thomama02,SG,26,TOT,40,0,7.4,1.2,2.9,.405,0.7,1.9,.351,0.5,1.1,.500,.517,0.2,0.3,.900,0.2,0.8,0.9,0.4,0.1,0.0,0.3,0.4,3.2
476,Tristan Thompson\thomptr01,PF,29,BOS,50,40,23.4,3.2,6.1,.518,0.0,0.1,.000,3.2,6.1,.523,.518,1.4,2.3,.605,3.2,5.0,8.1,1.3,0.4,0.6,1.1,2.2,7.7
477,Sindarius Thornwell\thornsi01,SG,26,TOT,15,1,6.3,0.5,1.7,.280,0.2,0.7,.273,0.3,0.9,.286,.340,0.0,0.1,.000,0.1,0.3,0.5,0.3,0.5,0.1,0.3,0.3,1.1
478,Matisse Thybulle\thybuma01,SG,23,PHI,63,7,20.1,1.6,3.8,.423,0.7,2.2,.307,0.9,1.6,.586,.513,0.1,0.3,.444,0.5,1.4,1.9,1.0,1.6,1.1,0.5,2.0,4.0
479,Killian Tillie\tilliki02,C,22,MEM,16,0,8.1,0.8,2.6,.310,0.4,1.6,.231,0.4,1.0,.438,.381,0.4,0.4,.857,0.4,0.7,1.1,0.3,0.3,0.4,0.1,1.1,2.4
480,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,54,10,18.8,2.9,5.2,.552,0.4,1.2,.333,2.5,4.0,.615,.589,0.6,0.9,.653,1.3,3.1,4.4,1.3,0.8,0.6,0.7,2.1,6.7
481,Anthony Tolliver\tollian01,PF,35,PHI,7,0,9.6,0.1,1.4,.100,0.1,1.0,.143,0.0,0.4,.000,.150,0.7,0.9,.833,0.4,0.7,1.1,0.3,0.4,0.3,0.4,0.9,1.1
482,Obi Toppin\toppiob01,PF,22,NYK,56,0,11.2,1.6,3.4,.477,0.4,1.4,.273,1.3,2.1,.612,.531,0.3,0.5,.731,0.4,1.9,2.3,0.4,0.3,0.2,0.4,0.9,4.0
483,Juan Toscano-Anderson\toscaju01,SG,27,GSW,48,15,19.9,2.2,3.7,.584,0.6,1.6,.408,1.5,2.1,.716,.671,0.4,0.6,.690,0.6,3.6,4.2,2.6,0.7,0.5,1.1,2.1,5.4
484,Axel Toupane\toupaax01,SF,28,MIL,8,1,7.6,0.5,1.4,.364,0.1,0.3,.500,0.4,1.1,.333,.409,0.6,0.9,.714,0.0,0.8,0.8,0.5,0.3,0.4,0.0,0.8,1.8
485,Karl-Anthony Towns\townska01,C,25,MIN,44,44,34.0,8.5,17.5,.487,2.5,6.3,.396,6.1,11.3,.537,.558,5.2,6.0,.864,2.6,8.1,10.7,4.6,0.8,1.3,3.3,3.7,24.8
486,Gary Trent Jr.\trentga02,SG,22,TOT,56,36,31.0,5.6,13.4,.417,2.9,7.4,.391,2.7,6.0,.448,.525,1.3,1.7,.789,0.4,2.1,2.5,1.4,1.0,0.2,0.8,1.6,15.4
487,P.J. Tucker\tuckepj01,PF,35,TOT,47,33,26.7,1.3,3.5,.382,0.8,2.3,.345,0.5,1.2,.455,.497,0.4,0.5,.750,1.0,3.1,4.1,1.1,0.8,0.4,0.8,2.6,3.9
488,Rayjon Tucker\tuckera01,PG,23,PHI,12,0,4.1,0.4,0.9,.455,0.2,0.4,.400,0.3,0.5,.500,.545,1.0,1.2,.857,0.1,0.7,0.8,0.4,0.2,0.0,0.3,0.4,2.0
489,Myles Turner\turnemy01,C,24,IND,47,47,31.0,4.4,9.2,.477,1.5,4.4,.335,2.9,4.8,.606,.557,2.4,3.0,.782,1.3,5.2,6.5,1.0,0.9,3.4,1.4,3.5,12.6
490,Jonas Valanciunas\valanjo01,C,28,MEM,58,57,28.0,6.9,11.9,.582,0.4,1.0,.375,6.6,10.9,.600,.597,2.4,3.2,.759,4.1,8.2,12.3,1.8,0.6,0.8,1.6,2.9,16.7
491,Denzel Valentine\valende01,SG,27,CHI,59,3,16.9,2.6,6.8,.378,1.3,4.0,.332,1.2,2.8,.445,.476,0.3,0.3,.941,0.4,2.9,3.3,1.7,0.5,0.1,0.7,1.1,6.7
492,Jarred Vanderbilt\vandeja01,PF,21,MIN,58,25,17.3,2.1,3.5,.603,0.0,0.1,.250,2.1,3.4,.610,.605,0.9,1.7,.557,1.8,3.7,5.5,1.2,0.9,0.7,0.9,1.9,5.2
493,Fred VanVleet\vanvlfr01,SG,26,TOR,52,52,36.5,6.5,16.7,.389,3.3,9.2,.366,3.2,7.6,.416,.489,3.3,3.7,.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3,19.6
494,Anderson Varejão\varejan01,F-C,38,CLE,1,0,7.0,0.0,4.0,.000,0.0,0.0,,0.0,4.0,.000,.000,1.0,2.0,.500,2.0,4.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0
495,Devin Vassell\vassede01,SF,20,SAS,55,6,16.5,1.9,4.6,.405,0.9,2.3,.376,1.0,2.3,.433,.498,0.7,0.8,.841,0.4,2.3,2.7,0.9,0.7,0.3,0.3,1.3,5.2
496,Gabe Vincent\vincega01,PG,24,MIA,47,6,13.1,1.7,4.7,.373,0.9,3.0,.305,0.8,1.7,.494,.470,0.4,0.5,.870,0.2,0.9,1.1,1.2,0.4,0.0,0.6,1.6,4.8
497,Noah Vonleh\vonleno01,PF,25,BRK,4,0,2.8,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0
498,Nikola Vucevic\vucevni01,C,30,TOT,65,65,33.6,9.7,20.0,.485,2.6,6.2,.416,7.1,13.7,.516,.550,2.0,2.3,.836,2.1,9.4,11.5,3.7,1.0,0.7,1.8,1.9,23.9
499,Dean Wade\wadede01,PF,24,CLE,57,13,17.8,2.0,4.6,.433,1.2,3.2,.370,0.8,1.4,.575,.561,0.4,0.5,.778,0.6,2.5,3.1,1.1,0.5,0.4,0.4,1.1,5.5
500,Moritz Wagner\wagnemo01,C,23,TOT,39,18,14.7,2.1,4.6,.459,0.6,1.7,.338,1.5,2.9,.531,.522,1.6,1.9,.813,0.5,2.4,2.9,1.1,0.6,0.4,0.9,2.2,6.4
501,Kemba Walker\walkeke02,PG,30,BOS,40,40,31.4,6.4,15.4,.415,2.9,8.1,.357,3.5,7.3,.479,.509,2.9,3.2,.913,0.4,3.6,3.9,5.0,1.1,0.3,2.0,1.4,18.6
502,Lonnie Walker\walkelo01,SG,22,SAS,53,31,25.1,4.2,10.0,.420,1.6,4.5,.361,2.5,5.4,.469,.502,1.0,1.3,.809,0.2,2.3,2.5,1.6,0.5,0.3,1.1,1.7,11.1
503,John Wall\walljo01,PG,30,HOU,40,40,32.2,7.3,18.2,.404,2.0,6.2,.317,5.4,11.9,.449,.458,4.0,5.3,.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2,20.6
504,Brad Wanamaker\wanambr01,PG,31,TOT,59,0,17.1,1.9,5.0,.386,0.3,1.4,.188,1.6,3.5,.466,.413,1.4,1.6,.894,0.3,1.4,1.7,2.8,0.7,0.2,1.2,1.5,5.5
505,T.J. Warren\warretj01,SF,27,IND,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
506,P.J. Washington\washipj01,PF,22,CHO,58,55,30.1,4.7,10.5,.453,1.8,4.3,.408,3.0,6.2,.485,.537,1.7,2.3,.752,1.4,4.9,6.2,2.5,1.0,1.3,2.0,2.7,13.0
507,Yuta Watanabe\watanyu01,SF,26,TOR,47,2,14.2,1.5,3.4,.450,0.7,1.7,.407,0.8,1.7,.494,.553,0.5,0.6,.815,0.8,2.4,3.2,0.8,0.5,0.4,0.4,1.1,4.2
508,Tremont Waters\watertr01,PG,23,BOS,22,2,7.5,0.9,2.4,.377,0.4,1.0,.348,0.5,1.4,.400,.453,0.6,0.6,.929,0.1,0.5,0.6,2.1,0.6,0.0,0.9,0.6,2.8
509,Paul Watson\watsopa01,SF,26,TOR,27,2,11.0,1.4,3.0,.463,1.1,2.4,.469,0.3,0.7,.444,.646,0.2,0.3,.625,0.1,1.5,1.7,0.6,0.2,0.1,0.3,1.3,4.1
510,Quinndary Weatherspoon\weathqu01,SG,24,SAS,17,0,4.5,0.4,0.9,.375,0.0,0.1,.000,0.4,0.8,.429,.375,0.4,0.5,.875,0.1,0.2,0.4,0.3,0.4,0.1,0.5,0.8,1.1
511,Russell Westbrook\westbru01,PG,32,WAS,60,60,36.1,8.3,18.8,.441,1.2,4.0,.308,7.1,14.9,.476,.473,4.0,6.2,.639,1.7,9.8,11.4,11.4,1.4,0.4,4.9,2.9,21.8
512,Coby White\whiteco01,PG,20,CHI,63,48,30.9,5.4,13.0,.413,2.2,6.3,.349,3.2,6.7,.474,.498,2.0,2.2,.906,0.4,3.6,4.0,4.7,0.5,0.2,2.3,2.6,14.9
513,Derrick White\whitede01,SG,26,SAS,36,32,29.6,5.2,12.6,.411,2.3,6.8,.346,2.8,5.8,.486,.503,2.7,3.2,.851,0.4,2.6,3.0,3.5,0.7,1.0,1.3,2.5,15.4
514,Hassan Whiteside\whiteha01,C,31,SAC,36,4,15.2,3.5,6.2,.563,0.0,0.0,.000,3.5,6.2,.565,.563,1.1,2.2,.519,1.7,4.3,6.0,0.6,0.3,1.3,1.1,2.0,8.1
515,Greg Whittington\whittgr01,PF,27,DEN,4,0,3.0,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Andrew Wiggins\wiggian01,PF,25,GSW,67,67,33.2,6.9,14.7,.472,2.0,5.2,.382,4.9,9.5,.521,.540,2.5,3.4,.717,1.1,3.7,4.8,2.4,1.0,1.0,1.8,2.2,18.3
517,Grant Williams\willigr01,PF,22,BOS,57,8,17.9,1.6,3.7,.429,0.8,2.0,.371,0.8,1.7,.500,.531,0.4,0.7,.550,0.8,2.0,2.8,1.0,0.5,0.4,0.9,2.5,4.3
518,Kenrich Williams\willike04,PF,26,OKC,64,12,21.5,3.2,6.0,.530,0.7,1.7,.431,2.5,4.3,.568,.590,0.6,1.0,.571,1.3,2.9,4.2,2.2,0.8,0.2,1.1,2.1,7.7
519,Lou Williams\willilo02,PG,34,TOT,62,4,22.0,4.1,10.0,.413,1.1,2.7,.396,3.1,7.3,.419,.466,2.3,2.7,.863,0.3,1.7,2.1,3.5,0.8,0.1,1.6,0.9,11.7
520,Patrick Williams\willipa01,PF,19,CHI,65,65,28.2,3.6,7.5,.478,0.7,1.9,.384,2.8,5.5,.511,.528,1.3,1.8,.728,0.9,3.8,4.7,1.4,0.9,0.6,1.4,1.8,9.2
521,Robert Williams\williro04,C,23,BOS,51,12,19.1,3.6,5.0,.719,0.0,0.0,.000,3.6,5.0,.724,.719,0.9,1.4,.616,2.6,4.4,7.0,1.8,0.8,1.8,1.0,2.1,8.1
522,Zion Williamson\willizi01,PF,20,NOP,61,61,33.2,10.4,17.0,.611,0.2,0.6,.294,10.2,16.4,.622,.616,6.0,8.7,.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27.0
523,D.J. Wilson\wilsodj01,PF,24,TOT,35,1,12.4,1.9,4.8,.405,0.9,2.5,.345,1.1,2.3,.469,.494,0.5,0.7,.680,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2
524,Dylan Windler\windldy01,SF,24,CLE,31,0,16.5,1.8,4.2,.438,0.8,2.5,.338,1.0,1.7,.585,.538,0.7,0.9,.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,1.2,5.2
525,Justise Winslow\winslju01,SF,24,MEM,24,0,19.3,2.7,8.0,.340,0.3,2.0,.125,2.5,6.0,.413,.356,0.7,1.2,.586,0.7,3.6,4.3,1.8,0.6,0.5,1.4,1.8,6.4
526,Cassius Winston\winstca01,PG,22,WAS,21,0,4.6,0.7,1.6,.424,0.4,0.8,.471,0.3,0.8,.375,.545,0.2,0.3,.833,0.0,0.4,0.4,0.6,0.1,0.0,0.2,0.4,2.0
527,James Wiseman\wisemja01,C,19,GSW,39,27,21.4,4.9,9.4,.519,0.3,1.0,.316,4.6,8.5,.542,.535,1.4,2.2,.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5
528,Christian Wood\woodch01,C,25,HOU,41,41,32.3,8.0,15.6,.514,1.9,5.0,.374,6.1,10.6,.581,.574,3.0,4.8,.631,1.9,7.8,9.6,1.7,0.8,1.2,2.0,2.1,21.0
529,Robert Woodard\woodaro01,SF,21,SAC,11,0,2.6,0.6,1.3,.500,0.1,0.4,.250,0.5,0.9,.600,.536,0.3,0.7,.375,0.3,0.7,1.0,0.0,0.0,0.2,0.1,0.2,1.6
530,Delon Wright\wrighde01,SG-PG,28,TOT,57,33,27.2,3.6,7.9,.460,0.9,2.5,.371,2.7,5.4,.502,.519,1.8,2.2,.802,1.0,3.2,4.2,4.3,1.6,0.5,1.2,1.2,10.0
531,Thaddeus Young\youngth01,PF,32,CHI,62,19,24.2,5.5,9.6,.571,0.2,0.6,.263,5.3,9.0,.592,.580,1.0,1.6,.619,2.4,3.7,6.1,4.4,1.1,0.5,2.0,2.3,12.1
532,Trae Young\youngtr01,PG,22,ATL,59,59,34.1,7.7,17.7,.436,2.2,6.3,.353,5.5,11.3,.482,.499,7.7,8.8,.882,0.6,3.2,3.9,9.5,0.9,0.2,4.2,1.8,25.4
533,Cody Zeller\zelleco01,C,28,CHO,42,20,20.3,3.6,6.6,.550,0.1,0.7,.143,3.5,6.0,.596,.558,1.7,2.4,.700,2.5,4.3,6.7,1.8,0.6,0.4,1.0,2.4,9.0
534,Ivica Zubac\zubaciv01,C,23,LAC,67,28,22.7,3.6,5.6,.649,0.0,0.0,.000,3.6,5.5,.654,.649,2.0,2.5,.784,2.7,4.6,7.3,1.3,0.4,0.9,1.2,2.6,9.2
